platform,content,score,user,time,song_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text,entities,person_entities,location_entities,organization_entities,product_entities,keywords,keyword_list,is_long,summary,topic_0,topic_1,topic_2,topic_3,topic_4,dominant_topic,aspect_results,aspect_晚安,aspect_时候,aspect_朋友,aspect_世界,aspect_我会,aspect_感觉,aspect_流泪,aspect_首歌,aspect_我爱你,aspect_爱心
网易云音乐,可我还是觉得 不做恋人会很可惜,1,害羞3oO,2025-04-23 23:39:22,1359356908,可我还是觉得 不做恋人会很可惜,"['觉得', '恋人', '可惜']",3,1,0.3844679594039917,中性,"[(' ', 'OTHER', 6, 7)]",[],[],[],[],"[('恋人', 3.1449231777733337), ('可惜', 2.254996768316667), ('觉得', 1.6096366432866667)]","['恋人', '可惜', '觉得']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('恋人', '中性', 0.0, '觉得 不做恋人会很可惜', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,诶S1mon,1,番茄炒蛋-bw7,2025-04-23 23:37:43,1359356908,诶Smon,['Smon'],1,2,0.4441718459129333,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安lsq,1,听不到鲸落uluvme,2025-04-23 23:37:13,1359356908,晚安lsq,"['晚安', 'lsq']",2,1,0.4217823147773742,中性,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安lsq', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,听不到鲸落uluvme,2025-04-23 23:35:50,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,晚安不能对谁都说,1,窝素一只小勾,2025-04-23 23:33:22,1359356908,晚安不能对谁都说,"['晚安', '不能']",2,1,0.4598863124847412,中性,[],[],[],[],[],"[('晚安', 5.6308101612), ('不能', 1.99508241725)]","['晚安', '不能']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安不能对谁都', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,加油,1,听不到鲸落uluvme,2025-04-23 23:32:51,1359356908,加油,['加油'],1,1,0.3995487689971924,中性,[],[],[],[],[],"[('加油', 8.80692745117)]",['加油'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,我老师告诉我，只有懂得享受孤独的人，才能体会到更深层的精神内核，才能去思考更加高级的问题～所以一个人的人也许是适合去思考更深层问题的人～没必要羡慕别人吧～[亲亲][色],1,翎羽-zt,2025-04-23 23:31:40,1359356908,我老师告诉我，只有懂得享受孤独的人，才能体会到更深层的精神内核，才能去思考更加高级的问题～所以一个人的人也许是适合去思考更深层问题的人～没必要羡慕别人吧～亲亲色,"['老师', '告诉', '懂得', '享受', '孤独', '才能', '体会', '深层', '精神', '内核', '才能', '思考', '更加', '高级', '问题', '所以', '也许', '适合', '思考', '深层', '问题', '必要', '羡慕', '别人', '亲亲']",25,2,0.5429388284683228,正面,"[('，', 'OTHER', 6, 7), ('，', 'OTHER', 17, 18), ('，', 'OTHER', 31, 32), ('～', 'OTHER', 44, 45), ('～', 'OTHER', 67, 68), ('～', 'OTHER', 76, 77)]",[],[],[],[],"[('深层', 0.9310240815677778), ('思考', 0.8074843576333334), ('才能', 0.5950749733244445), ('亲亲', 0.5673221221055555), ('内核', 0.5607786201222222), ('羡慕', 0.44540862574944445), ('问题', 0.44039039700888893), ('体会', 0.43385376499444445), ('懂得', 0.38871835524388887), ('适合', 0.3703611373461111), ('享受', 0.3564616115938889), ('老师', 0.3540789851444444), ('精神', 0.3122062917455556), ('告诉', 0.27889400715944446)]","['深层', '思考', '才能', '亲亲', '内核', '羡慕', '问题', '体会', '懂得', '适合', '享受', '老师', '精神', '告诉']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('老师', '中性', 0.0, '我老师告诉我，只', []), ('体会', '中性', 0.0, '的人，才能体会到更深层的', []), ('深层', '中性', 0.0, '能体会到更深层的精神内核', []), ('精神', '中性', 0.0, '到更深层的精神内核，才能', []), ('内核', '中性', 0.0, '深层的精神内核，才能去思', []), ('问题', '中性', 0.0, '更加高级的问题～所以一个', []), ('深层', '中性', 0.0, '能体会到更深层的精神内核', []), ('问题', '中性', 0.0, '更加高级的问题～所以一个', []), ('亲亲', '中性', 0.0, '慕别人吧～亲亲色', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,如果睡觉可以逃避一切的话那我睡觉了,1,Hsun9_zuy,2025-04-23 23:30:16,1359356908,如果睡觉可以逃避一切的话那我睡觉了,"['睡觉', '逃避', '一切', '的话', '睡觉']",5,2,0.448727011680603,正面,[],[],[],[],[],"[('睡觉', 4.688468828673334), ('逃避', 2.75529601627)]","['睡觉', '逃避']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,LYBRelease,2025-04-23 23:30:09,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,人呀，总是自我感动，就像每次都是你说晚安晚安晚安,1,李秋桐i,2025-04-23 23:28:58,1359356908,人呀，总是自我感动，就像每次都是你说晚安晚安晚安,"['总是', '自我', '感动', '每次', '晚安', '晚安', '晚安']",7,2,0.4106283485889435,正面,"[('，', 'OTHER', 2, 3), ('，', 'OTHER', 9, 10)]",[],[],[],[],"[('晚安', 8.446215241800001), ('感动', 1.7742930985925)]","['晚安', '感动']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '次都是你说晚安晚安晚安', []), ('晚安', '中性', 0.0, '次都是你说晚安晚安晚安', []), ('晚安', '中性', 0.0, '次都是你说晚安晚安晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,如果到最后你是幸福的那我也无所谓.,1,黎_璇,2025-04-23 23:28:46,1359356908,如果到最后你是幸福的那我也无所谓,"['最后', '幸福', '无所谓']",3,2,0.398458868265152,正面,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,"[('无所谓', '中性', 0.0, '福的那我也无所谓', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,我一个人也走了很远的路 我不将就.,1,黎_璇,2025-04-23 23:27:13,1359356908,我一个人也走了很远的路 我不将就,[],0,2,0.4755797088146209,正面,"[(' ', 'OTHER', 11, 12)]",[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,你的誓言在那个晚上像青烟一样飘走了无影无踪.,1,黎_璇,2025-04-23 23:25:53,1359356908,你的誓言在那个晚上像青烟一样飘走了无影无踪,"['誓言', '那个', '晚上', '青烟', '一样', '飘走', '无影无踪']",7,2,0.3999028205871582,正面,"[('晚上', 'TIME', 7, 9)]",[],[],[],[],"[('飘走', 4.0363060609), ('青烟', 3.3229506730833336), ('誓言', 3.1191276232366665)]","['飘走', '青烟', '誓言']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('誓言', '中性', 0.0, '你的誓言在那个晚上', []), ('青烟', '中性', 0.0, '那个晚上像青烟一样飘走了', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,谁又会甘心看着她去牵别人的手,1,孤舟云客,2025-04-23 23:25:19,1359356908,谁又会甘心看着她去牵别人的手,"['甘心', '看着', '别人']",3,1,0.3739131391048431,中性,[],[],[],[],[],"[('甘心', 4.075642333035), ('看着', 2.70924503488)]","['甘心', '看着']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('甘心', '中性', 0.0, '谁又会甘心看着她去牵', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,改变不了你 所以我唯一能做的就是远离你.,1,黎_璇,2025-04-23 23:24:40,1359356908,改变不了你 所以我唯一能做的就是远离你,"['改变', '不了', '所以', '唯一', '远离']",5,1,0.4091508984565735,中性,"[(' ', 'OTHER', 5, 6)]",[],[],[],[],"[('远离', 2.5351372168466666), ('不了', 2.01272681825), ('改变', 1.7411929810166666)]","['远离', '不了', '改变']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,"幸福就像雨点 落不到每片树叶.

爱无解 如果有 那就是你.

我的名字那么短放在你心里就这么难吗.

我不是上帝 读不懂你的心思.

还是那句话 物质 陪伴 情绪 总要占一个.

没有行动的爱是废话.

想你 是夜深人静时的泪流满面.

[链接]送你一棵无忧树 许你以后无忧无虑.
",1,小柰呀-,2025-04-23 23:22:21,1359356908,幸福就像雨点 落不到每片树叶 爱无解 如果有 那就是你 我的名字那么短放在你心里就这么难吗 我不是上帝 读不懂你的心思 还是那句话 物质 陪伴 情绪 总要占一个 没有行动的爱是废话 想你 是夜深人静时的泪流满面 链接送你一棵无忧树 许你以后无忧无虑,"['幸福', '雨点', '不到', '每片', '树叶', '爱无解', '名字', '那么', '放在', '心里', '这么', '不是', '上帝', '心思', '那句话', '物质', '陪伴', '情绪', '总要', '行动', '废话', '夜深人静', '泪流满面', '链接', '一棵', '无忧', '以后', '无忧无虑']",28,2,0.5002513527870178,正面,"[(' ', 'MOVIE', 6, 7), (' ', 'MOVIE', 14, 15), (' ', 'OTHER', 18, 19), (' ', 'OTHER', 22, 23), (' ', 'OTHER', 27, 28), (' ', 'OTHER', 45, 46), (' ', 'OTHER', 51, 52), (' ', 'OTHER', 59, 60), (' ', 'OTHER', 65, 66), (' ', 'OTHER', 68, 69), (' ', 'OTHER', 71, 72), (' ', 'OTHER', 74, 75), (' ', 'OTHER', 80, 81), (' ', 'OTHER', 90, 91), (' ', 'OTHER', 93, 94), (' ', 'OTHER', 105, 106), (' ', 'OTHER', 115, 116)]",[],[],[],[],"[('无解', 0.68814411838125), ('雨点', 0.5973045143825), ('废话', 0.582231885831875), ('无忧', 0.56554046175375), ('陪伴', 0.552776990414375), ('链接', 0.54354193530625), ('树叶', 0.518429724105), ('上帝', 0.467542670239375), ('心思', 0.43448627685375), ('名字', 0.3861803671975), ('情绪', 0.37855181336375), ('放在', 0.368061932678125), ('行动', 0.35985885259625), ('物质', 0.3558297386625), ('不到', 0.333513704255625), ('没有', 0.194551472821875)]","['无解', '雨点', '废话', '无忧', '陪伴', '链接', '树叶', '上帝', '心思', '名字', '情绪', '放在', '行动', '物质', '不到', '没有']",True,幸福就像雨点 落不到每片树叶 爱无解 如果有 那就是你 我的名字那么短放在你心里就这么难吗 我不是上帝 读不懂你的心思 还是那句话 物质 陪伴 情绪 总要占一个 没有行动的爱是废话 想你 是夜深人静时的泪流满面 链接送你一棵无忧树 许你以后无忧无虑。,0.0,0.0,0.0,0.0,0.0,0,"[('雨点', '中性', 0.0, '幸福就像雨点 落不到每', []), ('树叶', '中性', 0.0, '落不到每片树叶 爱无解 ', []), ('名字', '中性', 0.0, '是你 我的名字那么短放在', []), ('上帝', '中性', 0.0, '吗 我不是上帝 读不懂你', []), ('心思', '中性', 0.0, '读不懂你的心思 还是那句', []), ('物质', '中性', 0.0, '是那句话 物质 陪伴 情', []), ('陪伴', '中性', 0.0, '话 物质 陪伴 情绪 总', []), ('情绪', '中性', 0.0, '质 陪伴 情绪 总要占一', []), ('废话', '中性', 0.0, '行动的爱是废话 想你 是', []), ('泪流满面', '中性', 0.0, '深人静时的泪流满面 链接送你', []), ('链接', '中性', 0.0, '泪流满面 链接送你一棵无', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,泪痛苦楚,2025-04-23 23:21:21,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,"晚安
",1,忘记不了那些痛_,2025-04-23 23:20:53,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,回忆最初的好,2025-04-23 23:20:50,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,无论今天过得怎么样，都希望你们可以好好睡觉，晚安啦,1,67love13,2025-04-23 23:20:31,1359356908,无论今天过得怎么样，都希望你们可以好好睡觉，晚安啦,"['无论', '今天', '过得', '怎么样', '希望', '你们', '好好', '睡觉', '晚安']",9,1,0.4332621991634369,中性,"[('今天', 'TIME', 2, 4), ('，', 'OTHER', 9, 10), ('，', 'OTHER', 21, 22)]",[],[],[],[],"[('晚安', 3.7538734408), ('睡觉', 2.344234414336667), ('希望', 1.7351127583933332)]","['晚安', '睡觉', '希望']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '好好睡觉，晚安啦', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,hl,1,入東海-,2025-04-23 23:19:42,1359356908,hl,['hl'],1,1,0.4413669109344482,中性,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,"红肿的眼睛 浓重的鼻音 是我爱过你的痕迹.

我爱你的一切 你可以爱我吗.

世界 让我幸福一次 就这么难吗.

你的宝宝那么多 我被挤来挤去很委屈.

如果没有你 我的世界早就崩塌了.

我站在清醒和麻木的边缘 不能堕落也不能解
脱.

风吹倒了梧桐树 也吹倒了我.

每天都像拆盲盒 总有不一样的苦难等着我.
",1,小柰呀-,2025-04-23 23:19:38,1359356908,红肿的眼睛 浓重的鼻音 是我爱过你的痕迹 我爱你的一切 你可以爱我吗 世界 让我幸福一次 就这么难吗 你的宝宝那么多 我被挤来挤去很委屈 如果没有你 我的世界早就崩塌了 我站在清醒和麻木的边缘 不能堕落也不能解 脱 风吹倒了梧桐树 也吹倒了我 每天都像拆盲盒 总有不一样的苦难等着我,"['红肿', '眼睛', '浓重', '鼻音', '爱过', '痕迹', '我爱你', '一切', '爱我吗', '世界', '幸福', '一次', '这么', '宝宝', '那么', '挤来挤去', '委屈', '世界', '早就', '崩塌', '清醒', '麻木', '边缘', '不能', '堕落', '不能', '吹倒', '梧桐树', '吹倒', '每天', '盲盒', '总有', '一样', '苦难']",34,2,0.5233238339424133,正面,"[(' ', 'OTHER', 5, 6), (' ', 'OTHER', 11, 12), (' ', 'OTHER', 20, 21), (' ', 'OTHER', 27, 28), (' ', 'OTHER', 34, 35), (' ', 'OTHER', 37, 38), (' ', 'OTHER', 44, 45), (' ', 'OTHER', 50, 51), ('宝宝', 'PERSON', 53, 55), (' ', 'OTHER', 58, 59), (' ', 'OTHER', 68, 69), (' ', 'OTHER', 74, 75), (' ', 'OTHER', 84, 85), ('麻木', 'PERSON', 91, 93), (' ', 'OTHER', 96, 97), (' ', 'OTHER', 105, 106), (' ', 'OTHER', 107, 108), (' ', 'OTHER', 115, 116), (' ', 'OTHER', 121, 122), (' ', 'OTHER', 129, 130)]","['宝宝', '麻木']",[],[],[],"[('吹倒', 1.2116605976000001), ('盲盒', 0.6641537501611111), ('爱我吗', 0.6501918374777778), ('鼻音', 0.5957013234222222), ('梧桐树', 0.5571931467277778), ('崩塌', 0.49892759589722224), ('红肿', 0.4957746616422222), ('世界', 0.48528104506333336), ('堕落', 0.48224010149444446), ('不能', 0.44335164827777773), ('痕迹', 0.4273382014377778), ('委屈', 0.4226254651738889), ('边缘', 0.3598394004288889), ('眼睛', 0.28520333503666667), ('没有', 0.17293464250833332)]","['吹倒', '盲盒', '爱我吗', '鼻音', '梧桐树', '崩塌', '红肿', '世界', '堕落', '不能', '痕迹', '委屈', '边缘', '眼睛', '没有']",True,红肿的眼睛 浓重的鼻音 是我爱过你的痕迹 我爱你的一切 你可以爱我吗 世界 让我幸福一次 就这么难吗 你的宝宝那么多 我被挤来挤去很委屈 如果没有你 我的世界早就崩塌了 我站在清醒和麻木的边缘 不能堕落也不能解 脱 风吹倒了梧桐树 也吹倒了我 每天都像拆盲盒 总有不一样的苦难等着我。,0.0,0.0,0.0,0.0,0.0,0,"[('红肿', '中性', 0.0, '红肿的眼睛 浓', []), ('眼睛', '中性', 0.0, '红肿的眼睛 浓重的鼻', []), ('鼻音', '中性', 0.0, '睛 浓重的鼻音 是我爱过', []), ('痕迹', '中性', 0.0, '我爱过你的痕迹 我爱你的', []), ('我爱你', '中性', 0.0, '你的痕迹 我爱你的一切 你', []), ('爱我吗', '中性', 0.0, '切 你可以爱我吗 世界 让', []), ('世界', '中性', 0.0, '以爱我吗 世界 让我幸福', []), ('宝宝', '中性', 0.0, '难吗 你的宝宝那么多 我', []), ('世界', '中性', 0.0, '以爱我吗 世界 让我幸福', []), ('麻木', '中性', 0.0, '站在清醒和麻木的边缘 不', []), ('边缘', '中性', 0.0, '醒和麻木的边缘 不能堕落', []), ('梧桐树', '中性', 0.0, ' 风吹倒了梧桐树 也吹倒了', []), ('盲盒', '中性', 0.0, '每天都像拆盲盒 总有不一', [])]",无,无,无,中性,无,无,无,无,中性,无
网易云音乐,"可惜我不是你的only one

我故作狠心 结果才发现我离不开她.

到底要多漂亮的女孩 才能在爱里风生水起.

我就像花瓶一样 没花就是废品.

爱是我花钱都买不来的.

你若不嫌她素颜 她又怎么会嫌你没钱.

不知道什么是把妹王 只知道对你好是我的本能.

恋爱就像树叶 不是在绿就是在黄.

",1,小柰呀-,2025-04-23 23:17:08,1359356908,可惜我不是你的only one 我故作狠心 结果才发现我离不开她 到底要多漂亮的女孩 才能在爱里风生水起 我就像花瓶一样 没花就是废品 爱是我花钱都买不来的 你若不嫌她素颜 她又怎么会嫌你没钱 不知道什么是把妹王 只知道对你好是我的本能 恋爱就像树叶 不是在绿就是在黄,"['可惜', '不是', 'only', 'one', '故作', '狠心', '结果', '发现', '离不开', '到底', '漂亮', '女孩', '才能', '爱里', '风生水', '花瓶', '一样', '废品', '花钱', '不来', '素颜', '怎么', '知道', '妹王', '知道', '你好', '本能', '恋爱', '树叶', '不是']",30,2,0.5796497464179993,正面,"[(' ', 'OTHER', 11, 12), (' ', 'OTHER', 15, 16), (' ', 'OTHER', 21, 22), (' ', 'OTHER', 32, 33), (' ', 'OTHER', 42, 43), ('爱里', 'LOCATION', 46, 48), (' ', 'OTHER', 52, 53), (' ', 'OTHER', 60, 61), (' ', 'OTHER', 67, 68), (' ', 'OTHER', 78, 79), (' ', 'OTHER', 86, 87), (' ', 'OTHER', 96, 97), (' ', 'OTHER', 106, 107), (' ', 'OTHER', 118, 119), (' ', 'OTHER', 125, 126), ('黄', 'LOCATION', 133, 134)]",[],"['爱里', '黄']",[],[],"[('爱里', 0.597738375145), ('妹王', 0.597738375145), ('风生水', 0.517266479525), ('废品', 0.4886771633465), ('花瓶', 0.47656148997549996), ('故作', 0.451657160076), ('没钱', 0.42312991715250003), ('花钱', 0.41836440816250003), ('树叶', 0.41474377928399997), ('本能', 0.40045167200750004), ('知道', 0.397410854), ('离不开', 0.392783616897), ('恋爱', 0.392783616897), ('女孩', 0.3732263641805), ('不来', 0.35332844565800003), ('可惜', 0.3382495152475), ('才能', 0.267783737996), ('结果', 0.247280835067), ('发现', 0.21865239314)]","['爱里', '妹王', '风生水', '废品', '花瓶', '故作', '没钱', '花钱', '树叶', '本能', '知道', '离不开', '恋爱', '女孩', '不来', '可惜', '才能', '结果', '发现']",True,可惜我不是你的only one 我故作狠心 结果才发现我离不开她 到底要多漂亮的女孩 才能在爱里风生水起 我就像花瓶一样 没花就是废品 爱是我花钱都买不来的 你若不嫌她素颜 她又怎么会嫌你没钱 不知道什么是把妹王 只知道对你好是我的本能 恋爱就像树叶 不是在绿就是在黄。,0.0,0.0,0.0,0.0,0.0,0,"[('故作', '中性', 0.0, 'one 我故作狠心 结果', []), ('结果', '中性', 0.0, '故作狠心 结果才发现我离', []), ('女孩', '中性', 0.0, '要多漂亮的女孩 才能在爱', []), ('爱里', '中性', 0.0, '孩 才能在爱里风生水起 ', []), ('风生水', '中性', 0.0, '才能在爱里风生水起 我就像', []), ('花瓶', '中性', 0.0, '起 我就像花瓶一样 没花', []), ('废品', '中性', 0.0, ' 没花就是废品 爱是我花', []), ('花钱', '中性', 0.0, '品 爱是我花钱都买不来的', []), ('妹王', '中性', 0.0, '道什么是把妹王 只知道对', []), ('你好', '中性', 0.0, ' 只知道对你好是我的本能', []), ('本能', '中性', 0.0, '你好是我的本能 恋爱就像', []), ('树叶', '中性', 0.0, ' 恋爱就像树叶 不是在绿', [])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,两句晚安,1,小i依旧,2025-04-23 23:16:58,1359356908,两句晚安,"['两句', '晚安']",2,2,0.4116970002651214,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '两句晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,保护好自己才能保护好更多的人啊，记住了，加油哦,1,o我的天那,2025-04-23 23:16:11,1359356908,保护好自己才能保护好更多的人啊，记住了，加油哦,"['保护', '才能', '保护', '记住', '加油']",5,2,0.4115380346775055,正面,"[('，', 'OTHER', 15, 16), ('，', 'OTHER', 19, 20)]",[],[],[],[],"[('保护', 2.159601708888), ('加油', 1.7613854902340003), ('记住', 1.493869314008), ('才能', 1.071134951984)]","['保护', '加油', '记住', '才能']",False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,痛苦总是不合时宜的出现,1,蒤侸,2025-04-23 23:15:34,1359356908,痛苦总是不合时宜的出现,"['痛苦', '总是', '不合时宜', '出现']",4,2,0.4296908676624298,正面,[],[],[],[],[],"[('出现', 3.84296799359)]",['出现'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,晚安,1,冰雪博闻多识雪莲,2025-04-23 23:14:57,1359356908,晚安,['晚安'],1,2,0.4150713980197906,正面,[],[],[],[],[],"[('晚安', 11.2616203224)]",['晚安'],False,,0.0,0.0,0.0,0.0,0.0,0,"[('晚安', '中性', 0.0, '晚安', [])]",中性,无,无,无,无,无,无,无,无,无
网易云音乐,"了解我之后 就会讨厌我了.

我发誓 我不会再让她手臂上添半条疤.

爱是无辜的风筝 拉扯最在乎的人.

可能我不是最好的那个 但你不会遇到第二个我.

曾经我们也被羡慕 如今情难说出.

生活就像是一部老电影 永远是黑白两色.

我是一朵难养的花 你答应过会把我养好的.

你心里的那座城 终究属于谁呢.
",1,小柰呀-,2025-04-23 23:14:45,1359356908,了解我之后 就会讨厌我了 我发誓 我不会再让她手臂上添半条疤 爱是无辜的风筝 拉扯最在乎的人 可能我不是最好的那个 但你不会遇到第二个我 曾经我们也被羡慕 如今情难说出 生活就像是一部老电影 永远是黑白两色 我是一朵难养的花 你答应过会把我养好的 你心里的那座城 终究属于谁呢,"['了解', '之后', '讨厌', '发誓', '不会', '手臂', '上添', '半条', '爱是', '无辜', '风筝', '拉扯', '在乎', '可能', '不是', '最好', '那个', '不会', '遇到', '第二个', '曾经', '我们', '羡慕', '如今', '情难', '说出', '生活', '像是', '一部', '老电影', '永远', '黑白', '两色', '一朵', '难养', '答应', '过会', '我养', '心里', '那座', '终究', '属于']",42,2,0.4686465263366699,正面,"[(' ', 'OTHER', 5, 6), (' ', 'OTHER', 12, 13), (' ', 'OTHER', 16, 17), (' ', 'OTHER', 30, 31), (' ', 'OTHER', 38, 39), (' ', 'OTHER', 46, 47), (' ', 'OTHER', 57, 58), (' ', 'OTHER', 68, 69), (' ', 'OTHER', 77, 78), ('如今', 'TIME', 78, 80), (' ', 'MOVIE', 84, 85), (' ', 'MOVIE', 95, 96), (' ', 'MOVIE', 103, 104), (' ', 'OTHER', 112, 113), (' ', 'OTHER', 123, 124), (' ', 'OTHER', 131, 132)]",[],[],[],[],"[('老电影', 0.5214326371208333), ('上添', 0.4981153126208333), ('情难', 0.4981153126208333), ('两色', 0.4981153126208333), ('难养', 0.4981153126208333), ('过会', 0.4981153126208333), ('风筝', 0.3841061010354167), ('在乎', 0.37097772409208335), ('不会', 0.36764343162999996), ('拉扯', 0.36447441906166667), ('发誓', 0.35885044255333337), ('无辜', 0.355032512435), ('讨厌', 0.3408485781404167), ('羡慕', 0.3340564693120833), ('手臂', 0.32644039841125), ('说出', 0.2773520890154167), ('像是', 0.26569400986541664), ('答应', 0.2622828187883333), ('遇到', 0.2571042856970833), ('属于', 0.22349491378833333)]","['老电影', '上添', '情难', '两色', '难养', '过会', '风筝', '在乎', '不会', '拉扯', '发誓', '无辜', '讨厌', '羡慕', '手臂', '说出', '像是', '答应', '遇到', '属于']",True,了解我之后 就会讨厌我了 我发誓 我不会再让她手臂上添半条疤 爱是无辜的风筝 拉扯最在乎的人 可能我不是最好的那个 但你不会遇到第二个我 曾经我们也被羡慕 如今情难说出 生活就像是一部老电影 永远是黑白两色 我是一朵难养的花 你答应过会把我养好的 你心里的那座城 终究属于谁呢。,0.0,0.0,0.0,0.0,0.0,0,"[('手臂', '中性', 0.0, '不会再让她手臂上添半条疤', []), ('无辜', '中性', 0.0, '条疤 爱是无辜的风筝 拉', []), ('风筝', '中性', 0.0, '爱是无辜的风筝 拉扯最在', []), ('情难', '中性', 0.0, '羡慕 如今情难说出 生活', []), ('老电影', '中性', 0.0, '就像是一部老电影 永远是黑', []), ('两色', '中性', 0.0, '永远是黑白两色 我是一朵', []), ('过会', '正面', 0.3333333333333333, '花 你答应过会把我养好的', [('好', 1.0)])]",无,无,无,无,无,无,无,无,无,无
网易云音乐,嘻嘻,1,冰雪博闻多识雪莲,2025-04-23 23:12:15,1359356908,嘻嘻,['嘻嘻'],1,1,0.3881964981555938,中性,[],[],[],[],[],[],[],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,平安归来,1,安稳小雯,2025-04-23 23:12:13,1359356908,平安归来,"['平安', '归来']",2,2,0.3659478724002838,正面,[],[],[],[],[],"[('归来', 7.84389363875)]",['归来'],False,,0.0,0.0,0.0,0.0,0.0,0,[],无,无,无,无,无,无,无,无,无,无
网易云音乐,咋又火咯[西西疑问]（无恶意）,1,2Y-x,2025-04-23 23:11:24,1359356908,咋又火咯西西疑问（无恶意）,"['火咯', '西西', '疑问', '恶意']",4,2,0.4066435098648071,正面,"[('西西', 'LOCATION', 4, 6), ('（', 'OTHER', 8, 9), ('）', 'OTHER', 12, 13)]",[],['西西'],[],[],"[('西西', 4.2673551211000005), ('恶意', 2.83568336854), ('疑问', 2.497932555303333)]","['西西', '恶意', '疑问']",False,,0.0,0.0,0.0,0.0,0.0,0,"[('西西', '中性', 0.0, '咋又火咯西西疑问（无恶', [])]",无,无,无,无,无,无,无,无,无,无
